"id","index","type","score","date","speaker","party","function","role","paragraphs_count","house","highlight text"
"uk.proc.d.1961-10-23.4.15.3","uk.proc","speech",0.9922397,"1961-10-23","Mr. Godber","Conservative","The Minister of State for Foreign Affairs","government",2,"commons","On 31st August, when the <em>Soviet</em> decision to resume nuclear testing was announced, my noble Friend made a statement strongly condemning this decision: his statement was communicated officially to the <em>Soviet</em> Government. At present there are no plans for the resumption of British tests but in view of the nature and extent of the recent Russian tests"
"uk.proc.d.1977-12-12.5.3.4","uk.proc","speech",0.9922397,"1977-12-12","Mr. Davis","Labour","The Under-Secretary of State for Trade","government",2,"commons","I do not believe that that is the view of British shipping interests in this country. They are well aware that I met the <em>Soviet</em> Minister in Moscow, and it was clear that no progress had been made in a number of important issues which tested the good faith of the <em>Soviet</em> Government in seeking to resolve problems. The next move must be in the hands"
"uk.proc.d.1959-11-23.11.1.4","uk.proc","speech",0.9922397,"1959-11-23","Mr. Profumo","Conservative","The Minister of State for Foreign Affairs","government",2,"commons","We cannot make any representations, since this was an agreement to which we subscribed at the time when the <em>Soviet</em> Relations Committee went to Moscow. The British Council arranged the exhibition through the usual consultations with publishing houses and publishing firms. I must point out that I am not responsible for any of the actions of the"
"uk.proc.d.1987-04-02.6.1.16","uk.proc","speech",0.9547831,"1987-04-02","Mr. Francis Pym","Conservative","","mp",2,"commons","Will my right hon. Friend accept that her visit to the <em>Soviet</em> Union and the way in which she carried it off is universally admired and approved and that, despite the grudging, indeed carping, criticisms of the Leader of the Opposition, the view of the House is that she has done our nation and the cause of peace a great service?— Can my right hon"
"uk.proc.d.1986-04-30.6.1.1","uk.proc","speech",0.9547831,"1986-04-30","The Parliamentary Under-Secretary of State for Foreign and Commonwealth Affairs (Mr. Tim Eggar)","Conservative","The Parliamentary Under-Secretary of State for Foreign and Commonwealth Affairs","government",7,"commons","With permission, I should like to make a statement about the evacuation of British subjects following the nuclear accident at Chernobyl in the <em>Soviet</em> Union. Following indications from countries bordering the <em>Soviet</em> Union, the <em>Soviet</em> authorities announced late on 28 April that there had been an accident at the nuclear reactor in Chernobyl. This was"
"uk.proc.d.1984-06-28.5.1.45","uk.proc","speech",0.9547831,"1984-06-28","Mr. Stuart Bell (Middlesborough)","Labour","","mp",3,"commons","Will the right hon. Gentleman take note of early-day motion No. 114 about breaches of emigration policy in the <em>Soviet</em> Union under the universal declaration on human rights and the final act of the Helsinki agreement? [That this House views with grave concern recent <em>Soviet</em> pronouncements that the emigration process is complete with its implications"
"uk.proc.d.1964-07-23.4.14.2","uk.proc","speech",0.9547831,"1964-07-23","Mr. Heath","Conservative","The Secretary of State for Industry, Trade and Regional Development and President of the Board of Trade","government",2,"commons","I informed Mr. Patolichev of the concern of the United Kingdom at the serious imbalance in the trade between our two countries during the term of the 1959 Anglo-<em>Soviet</em> Trade Agreement. Accordingly, I asked Mr. Patolichev to continue to take the necessary measures to increase the scale of Russian purchases of United Kingdom goods for cash or on"
"uk.proc.d.1980-03-17.7.1.22","uk.proc","speech",0.9547831,"1980-03-17","Sir I. Gilmour","Conservative","The Lord Privy Seal","government",2,"commons","As the hon. Gentleman should know, I am talking about specially privileged terms for the <em>Soviet</em> Union which were granted five years ago. The hon. Gentleman should know also that those terms were far from being fully taken up. The inferences that he has drawn are not justified. Bilateral Anglo-<em>Soviet</em> events which might give a public impression of"
"uk.proc.d.1980-03-17.7.1.147","uk.proc","speech",0.9547831,"1980-03-17","Mr. Heffer","Labour","","mp",3,"commons"," by the <em>Soviet</em> Government. I am speaking, therefore, of people who also know the situation, who also have a point of view. What does Zhores Medvedev say?— The <em>Soviet</em> propaganda will describe the British athletes as 'dissidents' who were rudely oppressed by the reactionary Government. The <em>Soviet</em> sportsmen will later send a letter of support for the"
"uk.proc.d.1958-04-16.3.2.2","uk.proc","speech",0.9547831,"1958-04-16","Mr. Ward","null","","mp",2,"commons","I have been asked to reply. My right hon. Friend the Minister of Defence accepted in principle an invitation from the <em>Soviet</em> Government to visit Russia. No date for the visit has yet been fixed."
"uk.proc.d.1964-04-13.7.1.3","uk.proc","speech",0.9547831,"1964-04-13","Mr. P. Thomas","Conservative","The Minister of State for Foreign Affairs","government",2,"commons","In Her Majesty's Government's view, any member State which, by declining to pay its due share of the expenses of the United Nations, falls two years in arrears will, under Article 19 of the Charter, forfeit its voting rights in the General Assembly. The present problem stems from the failure of the <em>Soviet</em> Union and certain other countries to"
"uk.proc.d.1990-06-07.4.1.2","uk.proc","speech",0.9547831,"1990-06-07","The Lord President of the Council and Leader of the House of Commons (Sir Geoffrey Howe)","Conservative","The Lord President of the Council and Leader of the House of Commons","government",2,"commons","I have been asked to reply. Mr right hon. Friend the Prime Minister has given an address at the luncheon of the North Atlantic Council at Turnberry. Later today she will begin a visit to the <em>Soviet</em> Union."
"uk.proc.d.1984-05-24.11.1.25","uk.proc","speech",0.9547831,"1984-05-24","Mr. Heseltine","Conservative","The Secretary of State for Defence","government",2,"commons","The hon. Gentleman will not persuade the British people to allow him to re-write history in such a naive and irresponsible way. Our position remains clear. We shall do all within our capability to persuade the <em>Soviet</em> Union—"
"uk.proc.d.1932-02-02.13.1.1","uk.proc","speech",0.9547831,"1932-02-02","Sir W. DAVISON","Con","","mp",2,"commons","24 and 26. Sir W. DAVISON asked the Secretary of State for Foreign Affairs (1) what progress has been made with regard to the settlement of intergovernmental claims between this country and <em>Soviet</em> Russia, the immediate settlement of which was contemplated on the resumption of diplomatic relations with <em>Soviet</em> Russia, as stated in Clause 2 of the"
"uk.proc.d.1958-01-27.8.1.2","uk.proc","speech",0.9547831,"1958-01-27","Mr. Ian Harvey","Conservative","The Joint Under-Secretary of State for Foreign Affairs","government",2,"commons","There is a growing number of interchanges of visits by students and teachers between this country and the Union of <em>Soviet</em> Socialist Republics, many of which are organised on the initiative, and with the support, of the <em>Soviet</em> Relations Committee of the British Council. This Committee has, in particular, invited, in partnership with the British"
"uk.proc.d.1959-02-18.6.5.1","uk.proc","speech",0.9547831,"1959-02-18","Mr. Zilliacus","Labour","","mp",2,"commons","asked the Secretary of State for Foreign Affairs (1) to what extent, in preparation for exploring the <em>Soviet</em> point of view in Moscow, he has considered the official <em>Soviet</em> proposals for making West Berlin a free city and inviting United Nations agents to supervise on the spot the arrangements for maintaining the status of the free city and its"
"uk.proc.d.1972-11-20.4.19.3","uk.proc","speech",0.9547831,"1972-11-20","Mr. Amery","Conservative","The Minister of State for Foreign and Commonwealth Affairs","government",2,"commons","The United States Government have been in close touch with their NATO allies in the course of the Strategic Arms Limitation Talks. We have received no communication about the talks from the <em>Soviet</em> Government."
"uk.proc.d.1973-05-03.6.1.21","uk.proc","speech",0.9547831,"1973-05-03","Mr. Iremonger","Conservative","","mp",2,"commons","Will my right hon. Friend try to find time before Whitsun for a short debate on Early Day Motion No. 321 so that the matter be considered by the House before the delegation leaves? [ That this House takes note of the fact that a delegation of hon. Members is shortly to visit the <em>Soviet</em> Union, is hopeful that this country's traditional championship"
"uk.proc.d.1959-11-12.13.4.2","uk.proc","speech",0.9547831,"1959-11-12","Mr. Erroll","Conservative","The Minister of State, Board of Trade","government",2,"commons","With permission, I will answer these Questions together. China is now being given the same licensing treatment as other State trading countries in the Sino-<em>Soviet</em> Bloc. The new quotas allow for a further expansion of imports from China."
"uk.proc.d.1989-06-13.3.9.2","uk.proc","speech",0.9547831,"1989-06-13","Mr. Archie Hamilton","Conservative","The Minister of State for the Armed Forces","government",3,"commons","The <em>Soviet</em> Union is the only member of the Warsaw pact to have acknowledged that it has an offensive chemical warfare capability, although we believe that such weapons have been produced by other Warsaw pact countries. On its own, it possesses the largest and most sophisticated chemical warfare capability in the world and nerve agents are just one"
